target	pattern_matching_similarity	histogram_similarity	matching_top_left	matching_bottom_right
Gdi32_@Yu Gothic UI Light_TURKISH_CHARSET.png	0.2168964296579361	1.0	(25, 27)	(132, 76)
Gdi32_@Yu Gothic UI Semibold_ANSI_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semibold_BALTIC_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semibold_EASTEUROPE_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semibold_GREEK_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semibold_RUSSIAN_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semibold_SHIFTJIS_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semibold_TURKISH_CHARSET.png	0.3398272395133972	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI Semilight_ANSI_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI Semilight_BALTIC_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI Semilight_EASTEUROPE_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI Semilight_GREEK_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI Semilight_RUSSIAN_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI Semilight_SHIFTJIS_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI Semilight_TURKISH_CHARSET.png	0.2440483272075653	1.0	(36, 30)	(143, 79)
Gdi32_@Yu Gothic UI_ANSI_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI_BALTIC_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI_EASTEUROPE_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI_GREEK_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI_RUSSIAN_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI_SHIFTJIS_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@Yu Gothic UI_TURKISH_CHARSET.png	0.26973095536231995	1.0	(37, 30)	(144, 79)
Gdi32_@儊僀儕僆_ANSI_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@儊僀儕僆_BALTIC_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@儊僀儕僆_EASTEUROPE_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@儊僀儕僆_GREEK_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@儊僀儕僆_RUSSIAN_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@儊僀儕僆_SHIFTJIS_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@儊僀儕僆_TURKISH_CHARSET.png	0.28948408365249634	1.0	(49, 31)	(166, 86)
Gdi32_@熰僑僔僢僋 Light_ANSI_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Light_BALTIC_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Light_EASTEUROPE_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Light_GREEK_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Light_RUSSIAN_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Light_SHIFTJIS_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Light_TURKISH_CHARSET.png	0.23010419309139252	1.0	(54, 29)	(157, 76)
Gdi32_@熰僑僔僢僋 Medium_ANSI_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋 Medium_BALTIC_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋 Medium_EASTEUROPE_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋 Medium_GREEK_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋 Medium_RUSSIAN_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋 Medium_SHIFTJIS_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋 Medium_TURKISH_CHARSET.png	0.36354267597198486	1.0	(51, 29)	(154, 76)
Gdi32_@熰僑僔僢僋_ANSI_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰僑僔僢僋_BALTIC_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰僑僔僢僋_EASTEUROPE_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰僑僔僢僋_GREEK_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰僑僔僢僋_RUSSIAN_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰僑僔僢僋_SHIFTJIS_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰僑僔僢僋_TURKISH_CHARSET.png	0.31043553352355957	1.0	(49, 28)	(152, 75)
Gdi32_@熰柧挬 Demibold_ANSI_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Demibold_BALTIC_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Demibold_EASTEUROPE_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Demibold_GREEK_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Demibold_RUSSIAN_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Demibold_SHIFTJIS_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Demibold_TURKISH_CHARSET.png	0.4016083776950836	1.0	(53, 27)	(156, 74)
Gdi32_@熰柧挬 Light_ANSI_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬 Light_BALTIC_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬 Light_EASTEUROPE_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬 Light_GREEK_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬 Light_RUSSIAN_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬 Light_SHIFTJIS_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬 Light_TURKISH_CHARSET.png	0.2759096622467041	1.0	(50, 29)	(153, 76)
Gdi32_@熰柧挬_ANSI_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@熰柧挬_BALTIC_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@熰柧挬_EASTEUROPE_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@熰柧挬_GREEK_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@熰柧挬_RUSSIAN_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@熰柧挬_SHIFTJIS_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@熰柧挬_TURKISH_CHARSET.png	0.36976373195648193	1.0	(51, 28)	(154, 75)
Gdi32_@俵俽 僑僔僢僋_ANSI_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 僑僔僢僋_BALTIC_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 僑僔僢僋_EASTEUROPE_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 僑僔僢僋_GREEK_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 僑僔僢僋_RUSSIAN_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 僑僔僢僋_SHIFTJIS_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 僑僔僢僋_TURKISH_CHARSET.png	0.30872154235839844	1.0	(81, 26)	(159, 63)
Gdi32_@俵俽 柧挬_ANSI_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 柧挬_BALTIC_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 柧挬_EASTEUROPE_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 柧挬_GREEK_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 柧挬_RUSSIAN_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 柧挬_SHIFTJIS_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 柧挬_TURKISH_CHARSET.png	0.29090142250061035	1.0	(81, 27)	(159, 64)
Gdi32_@俵俽 俹僑僔僢僋_ANSI_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹僑僔僢僋_BALTIC_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹僑僔僢僋_EASTEUROPE_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹僑僔僢僋_GREEK_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹僑僔僢僋_RUSSIAN_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹僑僔僢僋_SHIFTJIS_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹僑僔僢僋_TURKISH_CHARSET.png	0.4331115186214447	1.0	(40, 26)	(118, 63)
Gdi32_@俵俽 俹柧挬_ANSI_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_@俵俽 俹柧挬_BALTIC_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_@俵俽 俹柧挬_EASTEUROPE_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_@俵俽 俹柧挬_GREEK_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_@俵俽 俹柧挬_RUSSIAN_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_@俵俽 俹柧挬_SHIFTJIS_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_@俵俽 俹柧挬_TURKISH_CHARSET.png	0.5681493282318115	1.0	(44, 27)	(122, 64)
Gdi32_Agency FB_ANSI_CHARSET.png	0.3732651472091675	1.0	(6, 27)	(64, 68)
Gdi32_Alef_ANSI_CHARSET.png	0.26721182465553284	1.0	(56, 33)	(167, 93)
Gdi32_Alef_BALTIC_CHARSET.png	0.26721182465553284	1.0	(56, 33)	(167, 93)
Gdi32_Alef_EASTEUROPE_CHARSET.png	0.26721182465553284	1.0	(56, 33)	(167, 93)
Gdi32_Alef_HEBREW_CHARSET.png	0.26721182465553284	1.0	(56, 33)	(167, 93)
Gdi32_Alef_TURKISH_CHARSET.png	0.26721182465553284	1.0	(56, 33)	(167, 93)
Gdi32_Algerian_ANSI_CHARSET.png	0.35484281182289124	1.0	(34, 27)	(147, 67)
Gdi32_Amiri Quran_ARABIC_CHARSET.png	0.15031512081623077	1.0	(54, 39)	(264, 257)
Gdi32_Amiri_ANSI_CHARSET.png	0.13796520233154297	1.0	(53, 61)	(260, 216)
Gdi32_Amiri_ARABIC_CHARSET.png	0.13796520233154297	1.0	(53, 61)	(260, 216)
Gdi32_Amiri_BALTIC_CHARSET.png	0.13796520233154297	1.0	(53, 61)	(260, 216)
Gdi32_Amiri_EASTEUROPE_CHARSET.png	0.13796520233154297	1.0	(53, 61)	(260, 216)
Gdi32_Amiri_TURKISH_CHARSET.png	0.13796520233154297	1.0	(53, 61)	(260, 216)
Gdi32_Arial Black_ANSI_CHARSET.png	0.41310593485832214	1.0	(61, 29)	(196, 93)
Gdi32_Arial Black_BALTIC_CHARSET.png	0.41310593485832214	1.0	(61, 29)	(196, 93)
Gdi32_Arial Black_EASTEUROPE_CHARSET.png	0.41310593485832214	1.0	(61, 29)	(196, 93)
Gdi32_Arial Black_GREEK_CHARSET.png	0.41310593485832214	1.0	(61, 29)	(196, 93)
Gdi32_Arial Black_RUSSIAN_CHARSET.png	0.41310593485832214	1.0	(61, 29)	(196, 93)
Gdi32_Arial Black_TURKISH_CHARSET.png	0.41310593485832214	1.0	(61, 29)	(196, 93)
Gdi32_Arial Narrow_ANSI_CHARSET.png	0.3981448709964752	1.0	(36, 27)	(109, 68)
Gdi32_Arial Narrow_BALTIC_CHARSET.png	0.3981448709964752	1.0	(36, 27)	(109, 68)
Gdi32_Arial Narrow_EASTEUROPE_CHARSET.png	0.3981448709964752	1.0	(36, 27)	(109, 68)
Gdi32_Arial Narrow_GREEK_CHARSET.png	0.3981448709964752	1.0	(36, 27)	(109, 68)
Gdi32_Arial Narrow_RUSSIAN_CHARSET.png	0.3981448709964752	1.0	(36, 27)	(109, 68)
Gdi32_Arial Narrow_TURKISH_CHARSET.png	0.3981448709964752	1.0	(36, 27)	(109, 68)
Gdi32_Arial Rounded MT Bold_ANSI_CHARSET.png	0.44142237305641174	1.0	(51, 27)	(150, 70)
Gdi32_Arial_ANSI_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_ARABIC_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_BALTIC_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_EASTEUROPE_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_GREEK_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_HEBREW_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_RUSSIAN_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_TURKISH_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Arial_VIETNAMESE_CHARSET.png	0.49456068873405457	1.0	(41, 27)	(127, 68)
Gdi32_Bahnschrift Condensed_ANSI_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Condensed_BALTIC_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Condensed_EASTEUROPE_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Condensed_GREEK_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Condensed_RUSSIAN_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Condensed_TURKISH_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Condensed_VIETNAMESE_CHARSET.png	0.3755127787590027	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift Light Condensed_ANSI_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light Condensed_BALTIC_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light Condensed_EASTEUROPE_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light Condensed_GREEK_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light Condensed_RUSSIAN_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light Condensed_TURKISH_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light Condensed_VIETNAMESE_CHARSET.png	0.2884722948074341	1.0	(7, 32)	(77, 70)
Gdi32_Bahnschrift Light SemiCondensed_ANSI_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light SemiCondensed_BALTIC_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light SemiCondensed_EASTEUROPE_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light SemiCondensed_GREEK_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light SemiCondensed_RUSSIAN_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light SemiCondensed_TURKISH_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light SemiCondensed_VIETNAMESE_CHARSET.png	0.2811256945133209	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift Light_ANSI_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift Light_BALTIC_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift Light_EASTEUROPE_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift Light_GREEK_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift Light_RUSSIAN_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift Light_TURKISH_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift Light_VIETNAMESE_CHARSET.png	0.3175540268421173	1.0	(52, 31)	(148, 69)
Gdi32_Bahnschrift SemiBold Condensed_ANSI_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold Condensed_BALTIC_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold Condensed_EASTEUROPE_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold Condensed_GREEK_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold Condensed_RUSSIAN_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold Condensed_TURKISH_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold Condensed_VIETNAMESE_CHARSET.png	0.4033855199813843	1.0	(30, 31)	(100, 69)
Gdi32_Bahnschrift SemiBold SemiConden_ANSI_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold SemiConden_BALTIC_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold SemiConden_EASTEUROPE_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold SemiConden_GREEK_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold SemiConden_RUSSIAN_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold SemiConden_TURKISH_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold SemiConden_VIETNAMESE_CHARSET.png	0.3734065890312195	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiBold_ANSI_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiBold_BALTIC_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiBold_EASTEUROPE_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiBold_GREEK_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiBold_RUSSIAN_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiBold_TURKISH_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiBold_VIETNAMESE_CHARSET.png	0.37310805916786194	1.0	(50, 31)	(146, 69)
Gdi32_Bahnschrift SemiCondensed_ANSI_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiCondensed_BALTIC_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiCondensed_EASTEUROPE_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiCondensed_GREEK_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiCondensed_RUSSIAN_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiCondensed_TURKISH_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiCondensed_VIETNAMESE_CHARSET.png	0.3241572976112366	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight Condensed_ANSI_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight Condensed_BALTIC_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight Condensed_EASTEUROPE_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight Condensed_GREEK_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight Condensed_RUSSIAN_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight Condensed_TURKISH_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight Condensed_VIETNAMESE_CHARSET.png	0.32292693853378296	1.0	(29, 31)	(99, 69)
Gdi32_Bahnschrift SemiLight SemiConde_ANSI_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight SemiConde_BALTIC_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight SemiConde_EASTEUROPE_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight SemiConde_GREEK_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight SemiConde_RUSSIAN_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight SemiConde_TURKISH_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight SemiConde_VIETNAMESE_CHARSET.png	0.33599093556404114	1.0	(45, 31)	(129, 69)
Gdi32_Bahnschrift SemiLight_ANSI_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift SemiLight_BALTIC_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift SemiLight_EASTEUROPE_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift SemiLight_GREEK_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift SemiLight_RUSSIAN_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift SemiLight_TURKISH_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift SemiLight_VIETNAMESE_CHARSET.png	0.36361733078956604	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_ANSI_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_BALTIC_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_EASTEUROPE_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_GREEK_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_RUSSIAN_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_TURKISH_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Bahnschrift_VIETNAMESE_CHARSET.png	0.34979361295700073	1.0	(51, 31)	(147, 69)
Gdi32_Baskerville Old Face_ANSI_CHARSET.png	0.34729135036468506	1.0	(44, 27)	(135, 70)
Gdi32_BatangChe_ANSI_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_BatangChe_BALTIC_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_BatangChe_EASTEUROPE_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_BatangChe_GREEK_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_BatangChe_HANGEUL_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_BatangChe_RUSSIAN_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_BatangChe_TURKISH_CHARSET.png	0.6828885674476624	1.0	(48, 26)	(136, 58)
Gdi32_Batang_ANSI_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Batang_BALTIC_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Batang_EASTEUROPE_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Batang_GREEK_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Batang_HANGEUL_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Batang_RUSSIAN_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Batang_TURKISH_CHARSET.png	1.0	1.0	(48, 26)	(134, 58)
Gdi32_Bauhaus 93_ANSI_CHARSET.png	0.5405213236808777	1.0	(42, 28)	(130, 69)
